t,x,y,z
0.0,27.253361318788865,25.65181126129747,4.6766164702373665
0.006283185307179587,27.43211084006871,26.567745183871477,3.9491613289314
0.012566370614359173,27.413313259054267,25.708554892779723,4.1947212260753375
0.01884955592153876,27.121867067887887,26.28380063254949,3.1175287026161556
0.025132741228718346,26.873868319466823,26.07094508629977,2.398272826183068
0.031415926535897934,27.019965246295573,27.544033841965174,1.3895220241104715
0.03769911184307752,26.816317528082212,27.370841439461245,2.1939440659840046
0.04398229715025711,27.251083683234363,27.476245374205885,1.641985355748258
0.05026548245743669,26.575255053034876,27.57780782436768,2.7021967231174013
0.05654866776461628,26.746415420728237,28.631800666651586,1.4932430997474855
0.06283185307179587,26.26140463131363,27.995203588404916,-0.87414701233018
0.06911503837897545,26.65815979281529,28.73823278741105,0.7935402835488242
0.07539822368615504,26.45697575779922,28.992550582747747,-0.781399413817228
0.08168140899333462,25.642276684318205,29.382510814269686,-1.5135464039696873
0.08796459430051422,26.334523435606318,28.374392917166244,-2.275369614947647
0.0942477796076938,26.524540608375162,29.21864880435764,-1.9559443592634596
0.10053096491487339,26.30838494544718,28.971672049667237,-2.956186071585763
0.10681415022205297,25.929454412980025,30.316171439277987,-3.0115136214869622
0.11309733552923255,25.793999617714974,30.100566406923047,-3.17534976068759
0.11938052083641215,25.587537282918454,29.90690848538155,-2.49213524451752
0.12566370614359174,24.938306510200622,30.396815598948603,-2.2670651257164725
0.13194689145077132,25.468874587701123,30.068685229235513,-2.852774440264086
0.1382300767579509,25.47246980343449,29.972386419046536,-3.799926584127808
0.1445132620651305,25.212844046926197,30.269057956926297,-4.692731301012548
0.15079644737231007,25.103744847177147,29.9105662862349,-5.9950994631760945
0.15707963267948966,25.090925660568626,29.335447100134353,-4.9187025740672645
0.16336281798666924,24.36622567570464,29.731689475899998,-5.412978532565095
0.16964600329384885,23.918864832885966,29.34355478947768,-5.704335133803153
0.17592918860102844,24.754594544507498,29.500042774907225,-5.683531933314057
0.18221237390820802,25.1799641814944,29.104342050619113,-5.850340793779518
0.1884955592153876,24.56552442735927,29.346037693149253,-7.4342753555721375
0.1947787445225672,24.27381962105944,29.095315038386907,-8.022564285637431
0.20106192982974677,24.34270743425267,29.178845675277945,-8.249983008023966
0.20734511513692636,24.015663652752202,28.77818090467483,-8.549423911674538
0.21362830044410594,24.404461539092658,29.35027607180611,-8.440757838211896
0.21991148575128552,23.78268335497803,27.911897692370033,-8.150558964115126
0.2261946710584651,23.42931453707685,27.546031290809257,-8.151766807788812
0.2324778563656447,24.20340499204899,28.086564368385766,-8.993745847260174
0.2387610416728243,23.264890653135375,27.13454843501006,-8.505148557947095
0.2450442269800039,23.11000997190136,26.658538433760302,-10.460560222364618
0.25132741228718347,23.5538492056222,27.253778550889884,-10.457100423918034
0.25761059759436306,23.408555733726576,26.481532473738987,-11.008599470982503
0.26389378290154264,23.094921151577374,26.778693664237505,-11.474578939215341
0.2701769682087222,22.879060513892163,26.08242630345574,-11.158891081535874
0.2764601535159018,22.814586070592686,26.23259892148295,-12.117219589282852
0.2827433388230814,23.156207157762324,25.1286146972415,-12.595775069793737
0.289026524130261,22.848912295020167,25.028173403327585,-12.18868453885761
0.29530970943744056,23.056308679760633,24.580936877534985,-12.779481709454707
0.30159289474462014,22.031953757149015,23.93872964158909,-13.651037721709418
0.3078760800517997,22.31077004184516,23.98906205288031,-14.464998316452927
0.3141592653589793,21.875764969764003,23.521409498341644,-14.030166702953508
0.3204424506661589,21.881975300670756,23.057633587452965,-14.681707717410628
0.3267256359733385,21.705203813037343,22.086149736871075,-14.05788817946903
0.33300882128051806,22.015931969471495,21.76584427572888,-15.229239061781513
0.3392920065876977,21.46084042789102,21.694829138060612,-16.54452676428595
0.3455751918948773,21.237218856774195,19.61554349091011,-15.890346581206343
0.35185837720205687,21.004735517554714,19.925556028368764,-16.10575655532228
0.35814156250923646,21.474912525962743,20.067816570504004,-16.48312837481417
0.36442474781641604,21.497073439002737,18.55953343590107,-15.428667356232015
0.3707079331235956,20.584725557453257,19.366524220974334,-17.318893671007874
0.3769911184307752,20.848341172523764,17.68717120381974,-15.45590421382863
0.3832743037379548,20.126331589580722,17.6320388691438,-17.561342203097436
0.3895574890451344,20.93846128708295,15.856673655746874,-16.730885876712566
0.39584067435231396,20.1501059349815,16.174602955828686,-17.53469372185901
0.40212385965949354,20.22279297779723,15.613886153160001,-16.58510120594595
0.4084070449666731,19.895425005004086,15.11199288531726,-18.27657928223686
0.4146902302738527,19.776856360014367,13.786950000495645,-18.53353942836404
0.4209734155810323,19.784817479933707,13.119888455880806,-19.79448951064088
0.4272566008882119,19.385797780621193,12.6481737726787,-19.79415797205369
0.43353978619539146,19.923494044514644,12.296431305518615,-20.137591283744296
0.43982297150257105,19.08766305151175,11.044464918692567,-18.42313070985433
0.44610615680975063,19.276330472723842,10.308134794230895,-20.524141868044925
0.4523893421169302,18.88978824241173,10.37300643507677,-20.389060585236415
0.4586725274241098,19.42418067322329,9.385878197437682,-20.065012713117447
0.4649557127312894,18.605943489246698,8.478203549304205,-21.97690600086612
0.471238898038469,18.605472678741442,8.543436518045183,-22.287439169360372
0.4775220833456486,18.52781477892164,5.937323805581001,-20.57795043124158
0.4838052686528282,18.415604585592963,6.369550305203391,-22.302619419273956
0.4900884539600078,17.959794579560832,5.977202997921568,-23.757715544948375
0.49637163926718736,17.966015538689543,4.719281640604622,-22.78843189971804
0.5026548245743669,18.21605989377958,3.669778092724533,-23.215214378756045
0.5089380098815465,17.58885343556559,2.6467132416471206,-24.330719898490173
0.5152211951887261,17.70619044880938,2.84001420340533,-23.297817964540865
0.5215043804959056,17.34564516804497,1.2595659609867047,-21.93675631121225
0.5277875658030853,17.65646474239931,1.9515543152584442,-24.247379219596535
0.5340707511102648,16.9105401994645,-0.1395853407350991,-23.861304803070116
0.5403539364174444,16.76095067082568,-1.4978330591606497,-21.729978919123678
0.5466371217246241,17.03827367478789,-1.1603510047145849,-24.89444582005148
0.5529203070318036,16.892223938251174,-2.1695820144708877,-24.496955956212304
0.5592034923389833,16.37477673190548,-3.371508157400532,-24.967134463386287
0.5654866776461628,16.43052068219321,-4.555046517857924,-26.14576296674142
0.5717698629533424,15.96184314788674,-4.380535164477123,-26.65467304947502
0.578053048260522,16.33231943442192,-4.3495739078897815,-24.563054209331302
0.5843362335677016,15.957067519684626,-5.4289895330257,-26.18401610615017
0.5906194188748811,15.822569002828793,-6.288603505792236,-26.325320641572883
0.5969026041820608,15.838030836269347,-7.0034175022511524,-25.919128354191002
0.6031857894892403,15.174545192683585,-8.345017861649497,-27.097986726863418
0.6094689747964199,15.193670101354943,-8.59219308674406,-26.639538463652393
0.6157521601035995,15.323269666066977,-10.892839611810244,-25.630082326962672
0.6220353454107791,15.276100769363351,-10.126091148958816,-26.67203725794133
0.6283185307179586,14.792529838968816,-10.413681631412922,-26.237269037081614
0.6346017160251383,14.30787034215596,-11.763670584346366,-27.344602229543266
0.6408849013323178,14.20788325247736,-13.615049875861324,-28.22987933895451
0.6471680866394974,14.42604216946162,-13.256309249864907,-27.176513869703644
0.653451271946677,14.516688549666775,-13.641224824452907,-27.86396098341295
0.6597344572538566,13.658822458208542,-13.977708842080354,-26.89639446216834
0.6660176425610361,14.059061382171208,-14.926034908522144,-28.09184696677266
0.6723008278682158,13.719964589658442,-16.114130142593787,-27.23675362468717
0.6785840131753954,13.969760235544953,-16.383835780858682,-28.313631916289335
0.6848671984825749,13.332806810438145,-16.210557859528333,-28.510239211360282
0.6911503837897546,12.867516624627275,-16.085974076226535,-30.147811084769337
0.6974335690969341,12.797932125489359,-18.285598197617293,-28.964070398241525
0.7037167544041137,12.895114255447853,-17.70799404465517,-28.039854026126342
0.7099999397112933,12.163610517390875,-18.594183502971426,-27.69379276560148
0.7162831250184729,12.430699294632287,-19.42476416327735,-28.816689344252417
0.7225663103256524,12.46969985698381,-19.99253669441097,-27.071924019722754
0.7288494956328321,11.698201505753403,-20.822351004693584,-28.50645764365067
0.7351326809400116,12.095865670645544,-21.185057728609383,-29.471502176671972
0.7414158662471912,11.771712284053118,-22.684050348181312,-29.61911131774166
0.7476990515543708,11.891865304791198,-22.884663941373216,-29.291253334169888
0.7539822368615504,11.15964903811872,-23.24729784629282,-29.341414311181488
0.7602654221687299,11.1966182304338,-23.09067932084963,-29.609212839149315
0.7665486074759096,10.490182304261895,-23.32432054810339,-29.649175390005933
0.7728317927830891,10.288565910260449,-24.619330712799815,-28.839142689568416
0.7791149780902688,10.802822951129096,-24.479798163426032,-30.2340529756791
