x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4
-0.0355674336764688,0.0179978592748107,0.0122705832986286,0.0901951451405889,0.2959468078788309,0.6294342890507973,0.4652260712347392,0.7567557984905019,1.1581838809116825,0.5161015779127838,1.025581271846409,1.6822508791335378
0.0901951451405889,0.2959468078788309,0.6294342890507973,0.4652260712347392,0.7567557984905019,1.1581838809116825,0.5161015779127838,1.025581271846409,1.6822508791335378,0.7889904200794121,1.4518040535539176,2.435705048140845
0.4652260712347392,0.7567557984905019,1.1581838809116825,0.5161015779127838,1.025581271846409,1.6822508791335378,0.7889904200794121,1.4518040535539176,2.435705048140845,0.9455963940533708,1.9244135661080408,2.799887360792432
0.5161015779127838,1.025581271846409,1.6822508791335378,0.7889904200794121,1.4518040535539176,2.435705048140845,0.9455963940533708,1.9244135661080408,2.799887360792432,1.429158040433214,2.290746793981771,3.426623613699288
0.7889904200794121,1.4518040535539176,2.435705048140845,0.9455963940533708,1.9244135661080408,2.799887360792432,1.429158040433214,2.290746793981771,3.426623613699288,1.2479352750587065,2.5620854723439237,4.050192630357419
0.9455963940533708,1.9244135661080408,2.799887360792432,1.429158040433214,2.290746793981771,3.426623613699288,1.2479352750587065,2.5620854723439237,4.050192630357419,1.4685703692404035,3.097861775003378,4.359058618946352
1.429158040433214,2.290746793981771,3.426623613699288,1.2479352750587065,2.5620854723439237,4.050192630357419,1.4685703692404035,3.097861775003378,4.359058618946352,1.5952268769226765,3.193789938572184,5.26164152976173
1.2479352750587065,2.5620854723439237,4.050192630357419,1.4685703692404035,3.097861775003378,4.359058618946352,1.5952268769226765,3.193789938572184,5.26164152976173,1.7389549878199224,3.8168958794522743,5.752493325355097
1.4685703692404035,3.097861775003378,4.359058618946352,1.5952268769226765,3.193789938572184,5.26164152976173,1.7389549878199224,3.8168958794522743,5.752493325355097,2.279747852917027,4.126331526751561,6.276224413429245
1.5952268769226765,3.193789938572184,5.26164152976173,1.7389549878199224,3.8168958794522743,5.752493325355097,2.279747852917027,4.126331526751561,6.276224413429245,2.208790217264254,4.556619174036356,6.748121915726275
1.7389549878199224,3.8168958794522743,5.752493325355097,2.279747852917027,4.126331526751561,6.276224413429245,2.208790217264254,4.556619174036356,6.748121915726275,2.510684628620118,4.9646291865751495,7.349098245320328
2.279747852917027,4.126331526751561,6.276224413429245,2.208790217264254,4.556619174036356,6.748121915726275,2.510684628620118,4.9646291865751495,7.349098245320328,2.7548727302531155,5.370441364901142,7.574147980052883
2.208790217264254,4.556619174036356,6.748121915726275,2.510684628620118,4.9646291865751495,7.349098245320328,2.7548727302531155,5.370441364901142,7.574147980052883,2.870589585585618,5.732464380917732,8.310132739283663
2.510684628620118,4.9646291865751495,7.349098245320328,2.7548727302531155,5.370441364901142,7.574147980052883,2.870589585585618,5.732464380917732,8.310132739283663,2.9201418246173554,5.863625514546022,8.997525839909704
2.7548727302531155,5.370441364901142,7.574147980052883,2.870589585585618,5.732464380917732,8.310132739283663,2.9201418246173554,5.863625514546022,8.997525839909704,3.304862967932744,6.367826625099526,9.381230273160352
2.870589585585618,5.732464380917732,8.310132739283663,2.9201418246173554,5.863625514546022,8.997525839909704,3.304862967932744,6.367826625099526,9.381230273160352,3.412895850620233,6.74564125315653,9.869604545892232
2.9201418246173554,5.863625514546022,8.997525839909704,3.304862967932744,6.367826625099526,9.381230273160352,3.412895850620233,6.74564125315653,9.869604545892232,3.6254680820973975,7.255565664699723,10.420051516960658
3.304862967932744,6.367826625099526,9.381230273160352,3.412895850620233,6.74564125315653,9.869604545892232,3.6254680820973975,7.255565664699723,10.420051516960658,3.551878410988354,7.283772683051147,11.105749028429658
3.412895850620233,6.74564125315653,9.869604545892232,3.6254680820973975,7.255565664699723,10.420051516960658,3.551878410988354,7.283772683051147,11.105749028429658,3.953478207008975,7.849296363813017,11.450246769391404
3.6254680820973975,7.255565664699723,10.420051516960658,3.551878410988354,7.283772683051147,11.105749028429658,3.953478207008975,7.849296363813017,11.450246769391404,4.1145610113681785,8.187770114194295,12.122947682880776
3.551878410988354,7.283772683051147,11.105749028429658,3.953478207008975,7.849296363813017,11.450246769391404,4.1145610113681785,8.187770114194295,12.122947682880776,4.477483320206649,8.532243155618902,12.504905101567068
3.953478207008975,7.849296363813017,11.450246769391404,4.1145610113681785,8.187770114194295,12.122947682880776,4.477483320206649,8.532243155618902,12.504905101567068,4.6347667933240615,8.895839786385897,13.034364268915509
4.1145610113681785,8.187770114194295,12.122947682880776,4.477483320206649,8.532243155618902,12.504905101567068,4.6347667933240615,8.895839786385897,13.034364268915509,4.709295160296269,9.41745719491358,13.673081426338616
4.477483320206649,8.532243155618902,12.504905101567068,4.6347667933240615,8.895839786385897,13.034364268915509,4.709295160296269,9.41745719491358,13.673081426338616,4.898698867629195,9.60546840558085,13.94168981064081
4.6347667933240615,8.895839786385897,13.034364268915509,4.709295160296269,9.41745719491358,13.673081426338616,4.898698867629195,9.60546840558085,13.94168981064081,5.070322483294264,9.920212220598488,14.454287582749997
4.709295160296269,9.41745719491358,13.673081426338616,4.898698867629195,9.60546840558085,13.94168981064081,5.070322483294264,9.920212220598488,14.454287582749997,5.340598679103283,10.596537176149551,15.080722497103377
4.898698867629195,9.60546840558085,13.94168981064081,5.070322483294264,9.920212220598488,14.454287582749997,5.340598679103283,10.596537176149551,15.080722497103377,5.501159977267952,10.701639453903528,15.565898878895366
5.070322483294264,9.920212220598488,14.454287582749997,5.340598679103283,10.596537176149551,15.080722497103377,5.501159977267952,10.701639453903528,15.565898878895366,5.76846750494602,10.988256273770952,16.239419662416378
5.340598679103283,10.596537176149551,15.080722497103377,5.501159977267952,10.701639453903528,15.565898878895366,5.76846750494602,10.988256273770952,16.239419662416378,5.72794835974632,11.361270754450445,16.410905192355827
5.501159977267952,10.701639453903528,15.565898878895366,5.76846750494602,10.988256273770952,16.239419662416378,5.72794835974632,11.361270754450445,16.410905192355827,5.921531453079828,11.691112254903548,16.962479237543597
5.76846750494602,10.988256273770952,16.239419662416378,5.72794835974632,11.361270754450445,16.410905192355827,5.921531453079828,11.691112254903548,16.962479237543597,6.217617448138619,12.144157603914092,17.5501210625343
5.72794835974632,11.361270754450445,16.410905192355827,5.921531453079828,11.691112254903548,16.962479237543597,6.217617448138619,12.144157603914092,17.5501210625343,6.469876809455633,12.51791620589665,18.011657996088076
5.921531453079828,11.691112254903548,16.962479237543597,6.217617448138619,12.144157603914092,17.5501210625343,6.469876809455633,12.51791620589665,18.011657996088076,6.644662697848576,12.882439090678794,18.34920851540892
6.217617448138619,12.144157603914092,17.5501210625343,6.469876809455633,12.51791620589665,18.011657996088076,6.644662697848576,12.882439090678794,18.34920851540892,6.751645097572439,13.077547969495988,19.083520892399545
6.469876809455633,12.51791620589665,18.011657996088076,6.644662697848576,12.882439090678794,18.34920851540892,6.751645097572439,13.077547969495988,19.083520892399545,6.8526668855034965,13.560987449373458,19.181137928667933
6.644662697848576,12.882439090678794,18.34920851540892,6.751645097572439,13.077547969495988,19.083520892399545,6.8526668855034965,13.560987449373458,19.181137928667933,7.182433690918074,13.483969557975875,19.911874571380448
6.751645097572439,13.077547969495988,19.083520892399545,6.8526668855034965,13.560987449373458,19.181137928667933,7.182433690918074,13.483969557975875,19.911874571380448,7.225699519236303,14.130223235903834,20.12706939191334
6.8526668855034965,13.560987449373458,19.181137928667933,7.182433690918074,13.483969557975875,19.911874571380448,7.225699519236303,14.130223235903834,20.12706939191334,7.578658114009204,14.52506323121926,20.40240701018297
