x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4
0.1381154162033507,0.0129586270946328,0.0509647386703565,0.2076691402146093,0.4639598902631332,0.6584706155000262,0.4969405333274873,0.8826850642347955,1.1683784146168077,0.5477372218487726,0.9595881210187792,1.6106265934014643
0.2076691402146093,0.4639598902631332,0.6584706155000262,0.4969405333274873,0.8826850642347955,1.1683784146168077,0.5477372218487726,0.9595881210187792,1.6106265934014643,0.745144383174209,1.58658076277731,2.3946302022557377
0.4969405333274873,0.8826850642347955,1.1683784146168077,0.5477372218487726,0.9595881210187792,1.6106265934014643,0.745144383174209,1.58658076277731,2.3946302022557377,0.9220653452143904,1.9991330116719217,2.731958693908446
0.5477372218487726,0.9595881210187792,1.6106265934014643,0.745144383174209,1.58658076277731,2.3946302022557377,0.9220653452143904,1.9991330116719217,2.731958693908446,1.156911607521897,2.301018211047665,3.352927249649135
0.745144383174209,1.58658076277731,2.3946302022557377,0.9220653452143904,1.9991330116719217,2.731958693908446,1.156911607521897,2.301018211047665,3.352927249649135,1.0687547148265704,2.5384213442137176,3.957430482394389
0.9220653452143904,1.9991330116719217,2.731958693908446,1.156911607521897,2.301018211047665,3.352927249649135,1.0687547148265704,2.5384213442137176,3.957430482394389,1.6153382068082405,2.9460727898602816,4.610456504243689
1.156911607521897,2.301018211047665,3.352927249649135,1.0687547148265704,2.5384213442137176,3.957430482394389,1.6153382068082405,2.9460727898602816,4.610456504243689,1.7208659622399525,3.292935227434445,4.847256258385156
1.0687547148265704,2.5384213442137176,3.957430482394389,1.6153382068082405,2.9460727898602816,4.610456504243689,1.7208659622399525,3.292935227434445,4.847256258385156,1.879667622483392,3.8217343619434008,5.418200016532238
1.6153382068082405,2.9460727898602816,4.610456504243689,1.7208659622399525,3.292935227434445,4.847256258385156,1.879667622483392,3.8217343619434008,5.418200016532238,1.9707022038772957,4.422457155027026,6.420377964804185
1.7208659622399525,3.292935227434445,4.847256258385156,1.879667622483392,3.8217343619434008,5.418200016532238,1.9707022038772957,4.422457155027026,6.420377964804185,2.1482489192092955,4.484347239513784,6.725378786187369
1.879667622483392,3.8217343619434008,5.418200016532238,1.9707022038772957,4.422457155027026,6.420377964804185,2.1482489192092955,4.484347239513784,6.725378786187369,2.301169924983238,5.047957681762544,7.268571752873723
1.9707022038772957,4.422457155027026,6.420377964804185,2.1482489192092955,4.484347239513784,6.725378786187369,2.301169924983238,5.047957681762544,7.268571752873723,2.7473278990211383,5.261933075817473,7.865030248989033
2.1482489192092955,4.484347239513784,6.725378786187369,2.301169924983238,5.047957681762544,7.268571752873723,2.7473278990211383,5.261933075817473,7.865030248989033,2.7949737168727924,5.526979445623293,8.346704564097145
2.301169924983238,5.047957681762544,7.268571752873723,2.7473278990211383,5.261933075817473,7.865030248989033,2.7949737168727924,5.526979445623293,8.346704564097145,3.1698407209095296,6.083500393315747,8.758891382230194
2.7473278990211383,5.261933075817473,7.865030248989033,2.7949737168727924,5.526979445623293,8.346704564097145,3.1698407209095296,6.083500393315747,8.758891382230194,3.170969244615515,6.205411355779748,9.430827237312142
2.7949737168727924,5.526979445623293,8.346704564097145,3.1698407209095296,6.083500393315747,8.758891382230194,3.170969244615515,6.205411355779748,9.430827237312142,3.4918731504278577,6.914055089641051,10.151600764223708
3.1698407209095296,6.083500393315747,8.758891382230194,3.170969244615515,6.205411355779748,9.430827237312142,3.4918731504278577,6.914055089641051,10.151600764223708,3.5992447770927862,7.066159748668835,10.705228130249193
3.170969244615515,6.205411355779748,9.430827237312142,3.4918731504278577,6.914055089641051,10.151600764223708,3.5992447770927862,7.066159748668835,10.705228130249193,3.75610109937764,7.4655795602176,11.095984099367216
3.4918731504278577,6.914055089641051,10.151600764223708,3.5992447770927862,7.066159748668835,10.705228130249193,3.75610109937764,7.4655795602176,11.095984099367216,3.8933257852491474,7.883641845795681,11.65523195318886
3.5992447770927862,7.066159748668835,10.705228130249193,3.75610109937764,7.4655795602176,11.095984099367216,3.8933257852491474,7.883641845795681,11.65523195318886,4.065537477921713,8.212406695884068,12.267710229580995
3.75610109937764,7.4655795602176,11.095984099367216,3.8933257852491474,7.883641845795681,11.65523195318886,4.065537477921713,8.212406695884068,12.267710229580995,4.280642039339427,8.590723150604349,12.52639457352816
3.8933257852491474,7.883641845795681,11.65523195318886,4.065537477921713,8.212406695884068,12.267710229580995,4.280642039339427,8.590723150604349,12.52639457352816,4.5641191059164425,8.69239535835417,13.15791445541642
4.065537477921713,8.212406695884068,12.267710229580995,4.280642039339427,8.590723150604349,12.52639457352816,4.5641191059164425,8.69239535835417,13.15791445541642,4.602941869694988,9.187581412339952,13.50140904500356
4.280642039339427,8.590723150604349,12.52639457352816,4.5641191059164425,8.69239535835417,13.15791445541642,4.602941869694988,9.187581412339952,13.50140904500356,4.775808189868049,9.53130065081024,14.13034511124608
4.5641191059164425,8.69239535835417,13.15791445541642,4.602941869694988,9.187581412339952,13.50140904500356,4.775808189868049,9.53130065081024,14.13034511124608,5.047578904544572,10.0250550911358,14.754623484770256
4.602941869694988,9.187581412339952,13.50140904500356,4.775808189868049,9.53130065081024,14.13034511124608,5.047578904544572,10.0250550911358,14.754623484770256,5.201707025462257,10.41767766841118,15.142809293490714
4.775808189868049,9.53130065081024,14.13034511124608,5.047578904544572,10.0250550911358,14.754623484770256,5.201707025462257,10.41767766841118,15.142809293490714,5.45425996711168,10.852839465948264,15.663214449993262
5.047578904544572,10.0250550911358,14.754623484770256,5.201707025462257,10.41767766841118,15.142809293490714,5.45425996711168,10.852839465948264,15.663214449993262,5.549125222460178,11.049985612876569,16.033944924236714
5.201707025462257,10.41767766841118,15.142809293490714,5.45425996711168,10.852839465948264,15.663214449993262,5.549125222460178,11.049985612876569,16.033944924236714,5.966000714246063,11.46170588239492,16.764182221073952
5.45425996711168,10.852839465948264,15.663214449993262,5.549125222460178,11.049985612876569,16.033944924236714,5.966000714246063,11.46170588239492,16.764182221073952,5.8924037051199765,11.73245657337952,17.033322264059976
5.549125222460178,11.049985612876569,16.033944924236714,5.966000714246063,11.46170588239492,16.764182221073952,5.8924037051199765,11.73245657337952,17.033322264059976,6.009298283968202,12.207833755382156,17.43517128110314
5.966000714246063,11.46170588239492,16.764182221073952,5.8924037051199765,11.73245657337952,17.033322264059976,6.009298283968202,12.207833755382156,17.43517128110314,6.433690037741764,12.469998048109254,18.08207522609934
5.8924037051199765,11.73245657337952,17.033322264059976,6.009298283968202,12.207833755382156,17.43517128110314,6.433690037741764,12.469998048109254,18.08207522609934,6.444246811852666,12.844399513795484,18.68395427656625
6.009298283968202,12.207833755382156,17.43517128110314,6.433690037741764,12.469998048109254,18.08207522609934,6.444246811852666,12.844399513795484,18.68395427656625,6.769567823983701,12.896133942934918,18.98995926855971
6.433690037741764,12.469998048109254,18.08207522609934,6.444246811852666,12.844399513795484,18.68395427656625,6.769567823983701,12.896133942934918,18.98995926855971,7.01580049244689,13.575230312054751,19.25498190139731
6.444246811852666,12.844399513795484,18.68395427656625,6.769567823983701,12.896133942934918,18.98995926855971,7.01580049244689,13.575230312054751,19.25498190139731,7.183483977064199,13.871013008346978,19.51705311375497
6.769567823983701,12.896133942934918,18.98995926855971,7.01580049244689,13.575230312054751,19.25498190139731,7.183483977064199,13.871013008346978,19.51705311375497,7.273765725814023,14.201182418854946,20.29269345225082
7.01580049244689,13.575230312054751,19.25498190139731,7.183483977064199,13.871013008346978,19.51705311375497,7.273765725814023,14.201182418854946,20.29269345225082,7.527815318832794,14.482663725907935,20.419379566287045
7.183483977064199,13.871013008346978,19.51705311375497,7.273765725814023,14.201182418854946,20.29269345225082,7.527815318832794,14.482663725907935,20.419379566287045,7.609796891705414,14.870097156436533,20.82114483469389
7.273765725814023,14.201182418854946,20.29269345225082,7.527815318832794,14.482663725907935,20.419379566287045,7.609796891705414,14.870097156436533,20.82114483469389,7.756759920027558,15.078813638918056,21.30366349066241
7.527815318832794,14.482663725907935,20.419379566287045,7.609796891705414,14.870097156436533,20.82114483469389,7.756759920027558,15.078813638918056,21.30366349066241,7.955860054399706,15.442263707079242,21.94461860419861
7.609796891705414,14.870097156436533,20.82114483469389,7.756759920027558,15.078813638918056,21.30366349066241,7.955860054399706,15.442263707079242,21.94461860419861,8.22525313496973,15.556998546311192,22.203991050199104
7.756759920027558,15.078813638918056,21.30366349066241,7.955860054399706,15.442263707079242,21.94461860419861,8.22525313496973,15.556998546311192,22.203991050199104,8.232695872954446,16.08549204090589,22.621045751086744
7.955860054399706,15.442263707079242,21.94461860419861,8.22525313496973,15.556998546311192,22.203991050199104,8.232695872954446,16.08549204090589,22.621045751086744,8.551356376541456,16.483027609157887,22.85916661119107
8.22525313496973,15.556998546311192,22.203991050199104,8.232695872954446,16.08549204090589,22.621045751086744,8.551356376541456,16.483027609157887,22.85916661119107,8.67671104615399,16.786971353754684,23.27514251918741
8.232695872954446,16.08549204090589,22.621045751086744,8.551356376541456,16.483027609157887,22.85916661119107,8.67671104615399,16.786971353754684,23.27514251918741,8.826978934987347,17.08621665688573,23.61800092406164
8.551356376541456,16.483027609157887,22.85916661119107,8.67671104615399,16.786971353754684,23.27514251918741,8.826978934987347,17.08621665688573,23.61800092406164,9.230880196825122,17.337804496890573,24.02215453994857
8.67671104615399,16.786971353754684,23.27514251918741,8.826978934987347,17.08621665688573,23.61800092406164,9.230880196825122,17.337804496890573,24.02215453994857,9.381789737459426,17.57672670409501,24.346702634081307
